timestamp, spread, target_value, m1_ask, m1_ask_size, m1_bid, m1_bid_size, m2_ask, m2_ask_size, m2_bid, m2_bid_size
2018-04-01 18:55:00.000000, 1.59, 4, 6810.50, 55313.00, 6810.00, 108943.00, 6703.50, 63.00, 6702.50, 3631.00
2018-04-01 19:00:00.000000, 1.48, 4, 6840.00, 209875.00, 6839.50, 208185.00, 6740.00, 100.00, 6738.50, 1928.00
2018-04-01 19:05:00.000000, 1.56, 4, 6834.50, 537067.00, 6834.00, 63156.00, 6728.50, 48000.00, 6728.00, 21713.00
2018-04-01 19:10:00.000000, 1.73, 4, 6868.50, 12616.00, 6862.00, 50298.00, 6750.50, 5154.00, 6750.00, 7709.00
2018-04-01 19:15:00.000000, 1.44, 4, 6943.00, 17672.00, 6936.00, 14663.00, 6848.50, 20000.00, 6843.00, 22017.00
2018-04-01 19:20:00.000000, 1.38, 4, 6934.00, 76241.00, 6933.50, 11727.00, 6838.50, 10536.00, 6838.00, 210.00
2018-04-01 19:25:00.000000, 1.45, 4, 6943.50, 3000.00, 6943.00, 248488.00, 6844.00, 10000.00, 6843.00, 1191.00
2018-04-01 19:30:00.000000, 1.41, 4, 6939.50, 224848.00, 6939.00, 43365.00, 6842.00, 20.00, 6841.50, 589.00
2018-04-01 19:35:00.000000, 1.37, 4, 6955.00, 7100.00, 6954.50, 226842.00, 6863.00, 6428.00, 6860.00, 409.00
2018-04-01 19:40:00.000000, 1.44, 4, 6963.50, 16009.00, 6963.00, 20.00, 6863.50, 44293.00, 6863.00, 20.00
2018-04-01 19:45:00.000000, 1.39, 4, 6949.50, 313382.00, 6949.00, 212481.00, 6854.00, 4129.00, 6853.00, 2500.00
2018-04-01 19:50:00.000000, 1.38, 4, 6948.00, 182567.00, 6947.50, 119385.00, 6852.50, 92082.00, 6852.00, 129422.00
2018-04-01 19:55:00.000000, 1.33, 4, 6935.50, 22679.00, 6935.00, 491933.00, 6845.00, 2000.00, 6843.00, 2722.00
2018-04-01 20:00:00.000000, 1.43, 4, 6920.50, 380129.00, 6920.00, 1079901.00, 6822.00, 3000.00, 6821.50, 29818.00
2018-04-01 20:05:00.000000, 1.31, 4, 6907.50, 261912.00, 6907.00, 542030.00, 6817.50, 37800.00, 6817.00, 5000.00
2018-04-01 20:10:00.000000, 1.25, 4, 6882.00, 1386199.00, 6881.50, 10554.00, 6797.00, 9000.00, 6796.00, 1616.00
2018-04-01 20:15:00.000000, 1.22, 4, 6909.50, 318541.00, 6909.00, 101030.00, 6825.50, 19620.00, 6825.00, 100.00
2018-04-01 20:20:00.000000, 1.39, 4, 6906.50, 161702.00, 6906.00, 41125.00, 6815.00, 100.00, 6810.50, 876.00
2018-04-01 20:25:00.000000, 1.32, 4, 6905.50, 345192.00, 6905.00, 19333.00, 6818.00, 3513.00, 6814.50, 589.00
2018-04-01 20:30:00.000000, 1.42, 4, 6952.50, 177576.00, 6952.00, 386635.00, 6854.50, 51272.00, 6854.00, 4249.00
2018-04-01 20:35:00.000000, 1.48, 4, 6935.00, 451752.00, 6934.50, 2301.00, 6833.50, 4818.00, 6832.50, 200.00
2018-04-01 20:40:00.000000, 1.29, 4, 6930.50, 525948.00, 6930.00, 237418.00, 6841.50, 10000.00, 6841.00, 589.00
2018-04-01 20:45:00.000000, 1.34, 4, 6917.00, 423394.00, 6916.50, 301908.00, 6826.50, 212.00, 6824.00, 8830.00
2018-04-01 20:50:00.000000, 1.34, 4, 6915.50, 451656.00, 6915.00, 22697.00, 6823.50, 51984.00, 6823.00, 4889.00
2018-04-01 20:55:00.000000, 1.32, 4, 6913.50, 720020.00, 6913.00, 114168.00, 6822.50, 19401.00, 6822.00, 603.00
2018-04-01 21:00:00.000000, 1.35, 4, 6898.00, 896256.00, 6897.50, 5010.00, 6805.50, 11479.00, 6805.00, 100.00
2018-04-01 21:05:00.000000, 1.31, 4, 6886.50, 423092.00, 6886.00, 32869.00, 6799.00, 956.00, 6796.50, 7111.00
2018-04-01 21:10:00.000000, 1.23, 4, 6885.50, 191257.00, 6885.00, 162664.00, 6801.50, 50271.00, 6801.00, 7970.00
2018-04-01 21:15:00.000000, 1.30, 4, 6903.50, 218732.00, 6903.00, 349243.00, 6814.50, 10.00, 6813.50, 4700.00
2018-04-01 21:20:00.000000, 1.25, 4, 6894.50, 94460.00, 6894.00, 680601.00, 6809.00, 8600.00, 6808.50, 3061.00
2018-04-01 21:25:00.000000, 1.32, 4, 6908.00, 61100.00, 6907.50, 373156.00, 6818.50, 2958.00, 6817.00, 4684.00
2018-04-01 21:30:00.000000, 1.26, 4, 6892.00, 251396.00, 6891.50, 128473.00, 6808.00, 2000.00, 6805.00, 4928.00
2018-04-01 21:35:00.000000, 1.25, 4, 6851.00, 847538.00, 6850.50, 403258.00, 6766.00, 34636.00, 6765.50, 571.00
2018-04-01 21:40:00.000000, 1.35, 4, 6829.00, 7300.00, 6828.00, 58193.00, 6740.00, 1356.00, 6736.50, 313.00
2018-04-01 21:45:00.000000, 1.46, 4, 6841.00, 127656.00, 6840.50, 408272.00, 6742.00, 7499.00, 6741.00, 810.00
2018-04-01 21:50:00.000000, 1.49, 4, 6828.00, 600669.00, 6827.50, 24652.00, 6727.00, 52441.00, 6726.50, 17525.00
2018-04-01 21:55:00.000000, 1.45, 4, 6837.00, 365390.00, 6836.50, 13924.00, 6738.50, 26095.00, 6738.00, 5.00
2018-04-01 22:00:00.000000, 1.39, 4, 6831.00, 313052.00, 6830.50, 169907.00, 6737.00, 14000.00, 6736.00, 566.00
2018-04-01 22:05:00.000000, 1.53, 4, 6850.00, 23963.00, 6849.50, 602.00, 6747.50, 28597.00, 6745.50, 25.00
2018-04-01 22:10:00.000000, 1.48, 4, 6839.50, 534312.00, 6839.00, 297905.00, 6739.00, 15886.00, 6738.50, 10000.00
2018-04-01 22:15:00.000000, 1.39, 4, 6828.50, 34100.00, 6826.50, 504.00, 6734.00, 10000.00, 6733.50, 14500.00
2018-04-01 22:20:00.000000, 1.44, 4, 6818.00, 319045.00, 6817.50, 175766.00, 6721.00, 2590.00, 6719.50, 500.00
2018-04-01 22:25:00.000000, 1.33, 4, 6813.50, 316514.00, 6813.00, 79251.00, 6723.50, 2475.00, 6723.00, 84064.00
2018-04-01 22:30:00.000000, 1.39, 4, 6813.00, 203915.00, 6812.50, 95873.00, 6719.00, 27195.00, 6718.50, 50.00
2018-04-01 22:35:00.000000, 1.39, 4, 6775.50, 119162.00, 6775.00, 449313.00, 6682.00, 15156.00, 6681.50, 850.00
2018-04-01 22:40:00.000000, 1.36, 4, 6763.00, 93195.00, 6762.50, 203129.00, 6671.50, 10000.00, 6671.00, 29431.00
2018-04-01 22:45:00.000000, 1.36, 4, 6785.00, 125291.00, 6784.50, 518928.00, 6694.50, 1308.00, 6693.00, 2556.00
2018-04-01 22:50:00.000000, 1.26, 4, 6812.50, 252124.00, 6812.00, 208837.00, 6727.00, 8525.00, 6726.50, 36585.00
2018-04-01 22:55:00.000000, 1.26, 4, 6810.50, 16997.00, 6810.00, 512407.00, 6725.00, 4095.00, 6724.50, 49999.00
2018-04-01 23:00:00.000000, 1.20, 4, 6807.50, 587557.00, 6807.00, 215391.00, 6726.00, 56817.00, 6725.50, 8050.00
2018-04-01 23:05:00.000000, 1.25, 4, 6784.00, 666444.00, 6783.50, 10666.00, 6700.00, 22958.00, 6699.00, 2500.00
2018-04-01 23:10:00.000000, 1.18, 4, 6785.00, 651801.00, 6784.50, 89665.00, 6705.50, 28560.00, 6705.00, 8325.00
2018-04-01 23:15:00.000000, 1.23, 4, 6814.50, 329338.00, 6814.00, 82016.00, 6731.00, 49618.00, 6730.50, 50.00
2018-04-01 23:20:00.000000, 1.10, 4, 6810.00, 416512.00, 6809.50, 1915.00, 6735.50, 66150.00, 6735.00, 75135.00
2018-04-01 23:25:00.000000, 1.08, 4, 6815.50, 14165.00, 6815.00, 13947.00, 6742.50, 19950.00, 6742.00, 500.00
2018-04-01 23:30:00.000000, 1.18, 4, 6810.50, 426447.00, 6810.00, 35395.00, 6730.50, 10635.00, 6730.00, 5100.00
2018-04-01 23:35:00.000000, 1.08, 4, 6788.50, 493944.00, 6788.00, 70831.00, 6715.50, 47534.00, 6715.00, 44502.00
2018-04-01 23:40:00.000000, 1.18, 4, 6784.00, 191869.00, 6782.00, 7049.00, 6704.50, 7000.00, 6704.00, 34673.00
2018-04-01 23:45:00.000000, 1.09, 4, 6809.00, 513015.00, 6808.50, 91432.00, 6735.50, 18916.00, 6735.00, 3899.00
2018-04-01 23:50:00.000000, 1.12, 4, 6825.00, 593278.00, 6824.50, 11645.00, 6750.00, 100.00, 6748.50, 20000.00
2018-04-01 23:55:00.000000, 1.08, 4, 6797.50, 931965.00, 6797.00, 244588.00, 6724.50, 39404.00, 6724.00, 44240.00
2018-04-02 00:00:00.000000, 1.17, 4, 6817.00, 214839.00, 6816.50, 511012.00, 6737.50, 6925.00, 6737.00, 8542.00
2018-04-02 00:05:00.000000, 1.16, 4, 6795.00, 432404.00, 6794.50, 180999.00, 6717.00, 27900.00, 6716.50, 200.00
2018-04-02 00:10:00.000000, 1.02, 4, 6784.00, 246.00, 6783.50, 231945.00, 6715.00, 25.00, 6714.50, 36898.00
2018-04-02 00:15:00.000000, 0.95, 3, 6770.50, 191756.00, 6770.00, 59260.00, 6707.00, 10000.00, 6706.50, 114.00
2018-04-02 00:20:00.000000, 1.15, 4, 6772.00, 1050.00, 6771.50, 296584.00, 6694.50, 12000.00, 6694.00, 34762.00
2018-04-02 00:25:00.000000, 1.13, 4, 6790.50, 138608.00, 6790.00, 335521.00, 6714.00, 13900.00, 6713.50, 32345.00
2018-04-02 00:30:00.000000, 1.22, 4, 6791.50, 285725.00, 6791.00, 214858.00, 6709.00, 10000.00, 6708.50, 40000.00
2018-04-02 00:35:00.000000, 1.29, 4, 6784.00, 272839.00, 6783.50, 306749.00, 6697.00, 10000.00, 6696.50, 54618.00
2018-04-02 00:40:00.000000, 1.12, 4, 6876.50, 39500.00, 6874.50, 18510.00, 6803.50, 5500.00, 6799.50, 5961.00
2018-04-02 00:45:00.000000, 0.89, 3, 6979.50, 15000.00, 6975.00, 669560.00, 6920.00, 30021.00, 6917.50, 19090.00
2018-04-02 00:50:00.000000, 1.04, 4, 7010.50, 1260073.00, 7010.00, 141169.00, 6938.00, 31819.00, 6937.50, 8952.00
2018-04-02 00:55:00.000000, 1.05, 4, 7010.00, 62547.00, 7009.50, 131326.00, 6939.50, 13880.00, 6936.50, 19500.00
2018-04-02 01:00:00.000000, 1.00, 4, 6998.00, 95867.00, 6997.50, 1400.00, 6931.00, 19250.00, 6928.00, 1251.00
2018-04-02 01:05:00.000000, 0.96, 3, 6962.50, 59502.00, 6962.00, 61662.00, 6897.00, 8293.00, 6896.00, 2028.00
2018-04-02 01:10:00.000000, 0.98, 3, 6963.00, 15820.00, 6962.50, 34197.00, 6895.00, 640.00, 6894.50, 21943.00
2018-04-02 01:15:00.000000, 1.09, 4, 7001.50, 265767.00, 7001.00, 14052.00, 6926.00, 2000.00, 6925.50, 13691.00
2018-04-02 01:20:00.000000, 1.02, 4, 6996.50, 202385.00, 6995.50, 3367.00, 6925.50, 1000.00, 6925.00, 100.00
2018-04-02 01:25:00.000000, 1.10, 4, 6987.00, 4600.00, 6986.50, 256772.00, 6910.50, 4000.00, 6910.00, 14500.00
2018-04-02 01:30:00.000000, 1.22, 4, 6982.50, 109276.00, 6982.00, 72528.00, 6898.00, 15771.00, 6897.50, 19031.00
2018-04-02 01:35:00.000000, 1.21, 4, 6996.50, 142885.00, 6996.00, 226562.00, 6912.50, 33507.00, 6912.00, 33440.00
2018-04-02 01:40:00.000000, 1.02, 4, 6990.00, 326969.00, 6989.50, 48446.00, 6919.50, 8347.00, 6919.00, 6381.00
2018-04-02 01:45:00.000000, 1.05, 4, 6976.50, 303347.00, 6976.00, 22013.00, 6904.50, 12237.00, 6903.00, 3128.00
2018-04-02 01:50:00.000000, 1.09, 4, 6977.00, 49620.00, 6976.50, 1053456.00, 6901.50, 113.00, 6901.00, 9546.00
2018-04-02 01:55:00.000000, 1.11, 4, 6966.00, 428675.00, 6965.50, 85529.00, 6889.00, 10741.00, 6888.50, 599.00
2018-04-02 02:00:00.000000, 1.10, 4, 6940.50, 560700.00, 6940.00, 174735.00, 6865.00, 100.00, 6864.00, 9674.00
2018-04-02 02:05:00.000000, 1.19, 4, 6946.00, 57919.00, 6945.50, 285387.00, 6863.50, 24503.00, 6863.00, 1050.00
2018-04-02 02:10:00.000000, 1.13, 4, 6942.00, 165538.00, 6941.50, 106244.00, 6864.50, 3335.00, 6863.50, 425.00
2018-04-02 02:15:00.000000, 1.21, 4, 6926.50, 511918.00, 6926.00, 40935.00, 6844.00, 9400.00, 6843.00, 565.00
2018-04-02 02:20:00.000000, 1.26, 4, 6948.00, 164602.00, 6947.50, 169608.00, 6861.00, 1541.00, 6860.50, 39100.00
2018-04-02 02:25:00.000000, 1.11, 4, 6934.50, 312569.00, 6934.00, 353154.00, 6858.00, 49210.00, 6857.50, 41714.00
2018-04-02 02:30:00.000000, 1.30, 4, 6964.00, 42323.00, 6963.50, 201597.00, 6874.00, 7312.00, 6873.50, 57426.00
2018-04-02 02:35:00.000000, 1.19, 4, 6960.50, 14450.00, 6960.00, 903746.00, 6880.00, 4117.00, 6877.50, 10000.00
2018-04-02 02:40:00.000000, 1.21, 4, 6963.00, 4544.00, 6962.50, 399664.00, 6879.00, 70100.00, 6878.50, 35868.00
2018-04-02 02:45:00.000000, 1.18, 4, 6965.00, 8223.00, 6964.50, 363811.00, 6883.00, 39079.00, 6882.50, 37542.00
2018-04-02 02:50:00.000000, 1.17, 4, 6953.50, 269250.00, 6953.00, 229776.00, 6872.50, 20615.00, 6872.00, 1500.00
2018-04-02 02:55:00.000000, 1.18, 4, 6972.00, 9198.00, 6971.50, 395796.00, 6890.00, 160766.00, 6889.50, 40197.00
2018-04-02 03:00:00.000000, 1.23, 4, 6980.00, 384855.00, 6979.50, 276067.00, 6894.50, 12500.00, 6894.00, 65576.00
2018-04-02 03:05:00.000000, 1.13, 4, 6967.50, 394455.00, 6967.00, 43042.00, 6889.50, 47048.00, 6889.00, 10599.00
2018-04-02 03:10:00.000000, 1.09, 4, 6975.50, 1667778.00, 6975.00, 638556.00, 6900.00, 41796.00, 6899.50, 600.00
2018-04-02 03:15:00.000000, 1.08, 4, 6959.50, 332451.00, 6959.00, 57685.00, 6885.00, 11431.00, 6884.50, 5000.00
2018-04-02 03:20:00.000000, 1.05, 4, 6956.50, 709075.00, 6956.00, 213122.00, 6884.00, 27380.00, 6883.50, 550.00
2018-04-02 03:25:00.000000, 1.06, 4, 6945.00, 375667.00, 6944.50, 251021.00, 6872.00, 23991.00, 6871.50, 31000.00
2018-04-02 03:30:00.000000, 1.16, 4, 6958.00, 127067.00, 6957.50, 473235.00, 6878.00, 3.00, 6877.50, 2654.00
2018-04-02 03:35:00.000000, 1.13, 4, 6965.50, 10237.00, 6965.00, 295961.00, 6887.00, 1000.00, 6886.50, 26487.00
2018-04-02 03:40:00.000000, 1.11, 4, 6960.50, 124450.00, 6960.00, 12386.00, 6884.50, 7502.00, 6883.50, 14520.00
2018-04-02 03:45:00.000000, 1.16, 4, 6960.50, 24244.00, 6960.00, 184717.00, 6880.00, 200.00, 6879.50, 35090.00
2018-04-02 03:50:00.000000, 1.11, 4, 6957.00, 300954.00, 6956.50, 186668.00, 6880.00, 23316.00, 6879.50, 4200.00
2018-04-02 03:55:00.000000, 0.98, 3, 7014.50, 116461.00, 7014.00, 24301.00, 6946.50, 72873.00, 6945.50, 1757.00
2018-04-02 04:00:00.000000, 1.07, 4, 6983.00, 182461.00, 6982.50, 85784.00, 6908.50, 61343.00, 6908.00, 2603.00
2018-04-02 04:05:00.000000, 1.16, 4, 6995.50, 129000.00, 6995.00, 2110.00, 6916.50, 4842.00, 6914.50, 160.00
2018-04-02 04:10:00.000000, 1.12, 4, 6989.50, 110437.00, 6989.00, 261077.00, 6914.00, 19778.00, 6911.50, 5550.00
2018-04-02 04:15:00.000000, 1.14, 4, 6959.50, 665512.00, 6959.00, 333461.00, 6883.50, 8000.00, 6880.00, 2594.00
2018-04-02 04:20:00.000000, 1.25, 4, 6953.50, 790921.00, 6953.00, 23780.00, 6867.00, 64020.00, 6866.50, 2000.00
2018-04-02 04:25:00.000000, 1.22, 4, 6946.00, 190434.00, 6945.50, 1175.00, 6862.00, 51667.00, 6861.50, 26134.00
2018-04-02 04:30:00.000000, 1.25, 4, 6958.00, 186508.00, 6957.50, 211250.00, 6871.50, 22076.00, 6871.00, 37544.00
2018-04-02 04:35:00.000000, 1.30, 4, 6940.00, 874641.00, 6939.50, 10958.00, 6850.50, 58048.00, 6850.00, 122052.00
2018-04-02 04:40:00.000000, 1.21, 4, 6953.50, 53003.00, 6953.00, 504870.00, 6870.00, 100.00, 6869.50, 56356.00
2018-04-02 04:45:00.000000, 1.31, 4, 6945.00, 504681.00, 6944.50, 269572.00, 6854.50, 870.00, 6854.00, 56110.00
2018-04-02 04:50:00.000000, 1.14, 4, 6900.50, 296329.00, 6900.00, 130946.00, 6822.50, 15000.00, 6822.00, 851.00
2018-04-02 04:55:00.000000, 1.22, 4, 6886.00, 71866.00, 6885.50, 741665.00, 6805.00, 1915.00, 6802.00, 2815.00
2018-04-02 05:00:00.000000, 1.18, 4, 6884.00, 50.00, 6882.50, 438838.00, 6803.50, 4497.00, 6803.00, 39411.00
2018-04-02 05:05:00.000000, 1.12, 4, 6847.00, 12922.00, 6846.00, 7305.00, 6772.00, 10000.00, 6770.00, 13391.00
2018-04-02 05:10:00.000000, 1.07, 4, 6870.50, 293764.00, 6870.00, 358015.00, 6798.00, 7868.00, 6797.00, 100.00
2018-04-02 05:15:00.000000, 1.16, 4, 6882.50, 775148.00, 6882.00, 235833.00, 6803.50, 17576.00, 6803.00, 48250.00
2018-04-02 05:20:00.000000, 1.13, 4, 6882.50, 75517.00, 6882.00, 661970.00, 6805.50, 94286.00, 6805.00, 34274.00
2018-04-02 05:25:00.000000, 1.11, 4, 6886.00, 346302.00, 6885.50, 437914.00, 6810.00, 25100.00, 6809.50, 8050.00
2018-04-02 05:30:00.000000, 1.21, 4, 6885.00, 296994.00, 6884.50, 443867.00, 6806.00, 2583.00, 6801.50, 9566.00
2018-04-02 05:35:00.000000, 1.16, 4, 6907.00, 490997.00, 6906.50, 9329.00, 6827.50, 47523.00, 6827.00, 15.00
2018-04-02 05:40:00.000000, 1.24, 4, 6899.50, 7943.00, 6899.00, 407465.00, 6814.50, 8066.00, 6814.00, 430.00
2018-04-02 05:45:00.000000, 1.21, 4, 6903.00, 21098.00, 6902.50, 492409.00, 6820.00, 612.00, 6819.50, 26838.00
2018-04-02 05:50:00.000000, 1.24, 4, 6909.00, 70167.00, 6908.50, 656696.00, 6823.50, 468.00, 6823.00, 31191.00
2018-04-02 05:55:00.000000, 1.20, 4, 6889.50, 247548.00, 6889.00, 66502.00, 6809.00, 2505.00, 6807.00, 4000.00
2018-04-02 06:00:00.000000, 1.22, 4, 6890.00, 382467.00, 6889.50, 58361.00, 6806.50, 28880.00, 6806.00, 26552.00
2018-04-02 06:05:00.000000, 1.28, 4, 6908.00, 584307.00, 6907.50, 92603.00, 6820.00, 24855.00, 6819.50, 81530.00
2018-04-02 06:10:00.000000, 1.12, 4, 6899.50, 304816.00, 6899.00, 490797.00, 6823.00, 18485.00, 6822.50, 4000.00
2018-04-02 06:15:00.000000, 1.27, 4, 6908.50, 84061.00, 6908.00, 766988.00, 6821.00, 64491.00, 6820.50, 14000.00
2018-04-02 06:20:00.000000, 1.07, 4, 6943.50, 611477.00, 6943.00, 90460.00, 6870.00, 62729.00, 6869.50, 5477.00
2018-04-02 06:25:00.000000, 1.02, 4, 6931.00, 446906.00, 6930.50, 214544.00, 6860.50, 20400.00, 6860.00, 7196.00
2018-04-02 06:30:00.000000, 1.00, 4, 6919.50, 407229.00, 6919.00, 656981.00, 6850.50, 19900.00, 6850.00, 25792.00
2018-04-02 06:35:00.000000, 1.03, 4, 6920.50, 11650.00, 6920.00, 675937.00, 6851.50, 3360.00, 6849.00, 8508.00
2018-04-02 06:40:00.000000, 1.03, 4, 6915.50, 191338.00, 6915.00, 112806.00, 6844.50, 29486.00, 6844.00, 13110.00
2018-04-02 06:45:00.000000, 0.98, 3, 6904.50, 841251.00, 6904.00, 44091.00, 6837.00, 23695.00, 6836.50, 4954.00
2018-04-02 06:50:00.000000, 1.00, 4, 6898.50, 27803.00, 6898.00, 276027.00, 6830.00, 11660.00, 6829.50, 21120.00
2018-04-02 06:55:00.000000, 1.14, 4, 6898.00, 109976.00, 6897.50, 5422.00, 6820.00, 24000.00, 6819.50, 4000.00
2018-04-02 07:00:00.000000, 1.10, 4, 6890.50, 161958.00, 6890.00, 857042.00, 6815.50, 11000.00, 6815.00, 100.00
